token,start_time,end_time,total_minutes,data_points,coverage_percent,avg_gap_seconds,max_gap_minutes,min_price,max_price,price_volatility
5DyyR2TRuBnc6tZHAVGWjXbkAbJ6vDeP9fJXgaZppump,2024-10-29 17:09:00,2024-11-14 20:40:00,23251.0,23252,100.0043008902843,60.0,1.0,4.372613840908855e-06,0.0004149913155445,1.5689963779000442
5DyyR2TRuBnc6tZHAVGWjXbkAbJ6vDeP9fJXgaZppump,2024-10-29 17:09:00,2024-11-15 08:58:00,23989.0,23990,100.00416857726458,60.0,1.0,4.372613840908855e-06,0.0004149913155445,1.5440321208879209
5fvnJ2bVDXBHgkmp7xBTy9TNqd69zdSHn3bLBXsFpump,2024-10-21 22:59:00,2024-11-14 21:17:00,34458.0,34459,100.00290208369609,60.0,1.0,7.800663026871917e-06,0.0006799348040099,0.9614638377491891
5fvnJ2bVDXBHgkmp7xBTy9TNqd69zdSHn3bLBXsFpump,2024-10-21 22:59:00,2024-11-15 10:42:00,35263.0,35264,100.00283583359328,60.0,1.0,7.800663026871917e-06,0.0006799348040099,0.9635872997098602
5GgvJq8DZ236iiCbp1ZbZLGhZG3Exj3vL93qoMoupump,2024-10-29 05:26:00,2024-11-14 21:25:00,23999.0,24000,100.00416684028501,60.0,1.0,5.574726220623701e-06,0.000271274184431,1.6426727307913789
5GgvJq8DZ236iiCbp1ZbZLGhZG3Exj3vL93qoMoupump,2024-10-29 05:26:00,2024-11-15 11:04:00,24818.0,24819,100.00402933354823,60.0,1.0,5.574726220623701e-06,0.000271274184431,1.6386822342555838
5Gh2xhEvScCmRxazhcpZiCGoKTT3YfgbDD5dtbXWpump,2024-10-29 22:02:00,2024-11-14 21:22:00,23000.0,23001,100.00434782608696,60.0,1.0,3.864015065068232e-06,0.0001866753760996,0.648730414520117
5Gh2xhEvScCmRxazhcpZiCGoKTT3YfgbDD5dtbXWpump,2024-10-29 22:02:00,2024-11-15 10:57:00,23815.0,23816,100.00419903422213,60.0,1.0,3.864015065068232e-06,0.0001866753760996,0.6390081128379366
5hJHyZ9KtEiATroSrMMx9yjXJGHUJRzj5LZkLhE5JJnC,2024-10-29 18:29:00,2024-11-14 21:04:00,23195.0,23196,100.00431127398146,60.0,1.0,4.067492588869359e-06,0.0004698806339556,2.0639494160766327
5hJHyZ9KtEiATroSrMMx9yjXJGHUJRzj5LZkLhE5JJnC,2024-10-29 18:29:00,2024-11-15 10:05:00,23976.0,23977,100.00417083750418,60.0,1.0,4.067492588869359e-06,0.0004698806339556,2.032798780833201
5iuHLrJ6cx1UHGhbiEomsqUxDNoQ5ytdbU8aC6tZvAB8,2024-10-21 19:12:00,2024-11-14 19:58:00,34606.0,34607,100.00288967231117,60.0,1.0,5.362474603018899e-05,0.0056340679247623,0.5272988084006958
5iuHLrJ6cx1UHGhbiEomsqUxDNoQ5ytdbU8aC6tZvAB8,2024-10-21 19:12:00,2024-11-15 07:02:00,35270.0,35271,100.00283527076836,60.0,1.0,5.362474603018899e-05,0.0056340679247623,0.5211058484604161
5JPg32uSr81BTNVtnK8AmrRZABtR8vZ3Wb7cdabiGtWF,2024-10-15 22:14:00,2024-11-14 22:13:00,43199.0,43200,100.00231486839972,60.0,1.0,0.0001301594709011,0.0005747323451774,0.5147210878186063
5JPg32uSr81BTNVtnK8AmrRZABtR8vZ3Wb7cdabiGtWF,2024-10-16 13:22:00,2024-11-15 13:21:00,43199.0,43200,100.00231486839972,60.0,1.0,0.0001301594709011,0.0005747323451774,0.5191056963441535
5LgNLDTvjV6nKQHBEZ783VDoYN2PqGNAKDWPg8wCpump,2024-10-21 11:46:00,2024-11-14 21:41:00,35155.0,35156,100.00284454558384,60.0,1.0,5.7811610764093136e-05,0.0048342201240518,1.3679192339891433
5LgNLDTvjV6nKQHBEZ783VDoYN2PqGNAKDWPg8wCpump,2024-10-21 11:46:00,2024-11-15 11:50:00,36004.0,36005,100.0027774691701,60.0,1.0,5.7811610764093136e-05,0.0048342201240518,1.3826124369237243
5LUx8Cmu61aCa9h8AebkmpqBBbgz4sErkbkGJESJXcFP,2024-10-15 19:41:00,2024-11-14 19:40:00,43199.0,43200,100.00231486839972,60.0,1.0,0.7001044806669614,4548.927851337878,2.367616629455928
5LUx8Cmu61aCa9h8AebkmpqBBbgz4sErkbkGJESJXcFP,2024-10-16 06:11:00,2024-11-15 06:10:00,43199.0,43200,100.00231486839972,60.0,1.0,0.7001044806669614,4548.927851337878,2.297164929601059
5pKzD7VCY27no9cN31dYvgzZMAWRPUUHL4xK75FYpump,2024-10-28 18:38:00,2024-11-14 19:50:00,24552.0,24553,100.00407298794396,60.0,1.0,1.5953831987523842e-05,0.0038001928070596,3.9202649939396017
5pKzD7VCY27no9cN31dYvgzZMAWRPUUHL4xK75FYpump,2024-10-28 18:38:00,2024-11-15 06:39:00,25201.0,25202,100.00396809650411,60.0,1.0,1.5953831987523842e-05,0.0038001928070596,3.944220279480041
5T3kPqWujSu2v6Y4YoZcQ4A2UtTRQFAwE82MoRm9pump,2024-10-29 18:58:00,2024-11-14 19:58:00,23100.0,23101,100.00432900432901,60.0,1.0,6.164029186827276e-06,0.001030438303539,2.6333918868507546
5T3kPqWujSu2v6Y4YoZcQ4A2UtTRQFAwE82MoRm9pump,2024-10-29 18:58:00,2024-11-15 07:01:00,23763.0,23764,100.00420822286749,60.0,1.0,6.164029186827276e-06,0.001030438303539,2.609945691739874
5UjbS1bECmQo7B5f817151ctvWskB92aDqu9drsipump,2024-10-29 09:03:00,2024-11-14 20:30:00,23727.0,23728,100.00421460783073,60.0,1.0,4.933013668649659e-06,0.0003300980681757,2.312136201086622
5UjbS1bECmQo7B5f817151ctvWskB92aDqu9drsipump,2024-10-29 09:03:00,2024-11-15 08:28:00,24445.0,24446,100.00409081611781,60.0,1.0,4.933013668649659e-06,0.0003300980681757,2.2920501462215994
5vrNnSXf2PeF4YMdG4vHi1WzU3hf42JKzV8i7jtBmRww,2024-10-26 19:11:00,2024-11-14 20:43:00,27452.0,27453,100.00364272184177,60.0,1.0,3.968616519958981e-05,0.0019741610150513,0.9569147937362993
5vrNnSXf2PeF4YMdG4vHi1WzU3hf42JKzV8i7jtBmRww,2024-10-26 19:11:00,2024-11-15 09:05:00,28194.0,28195,100.00354685394055,60.0,1.0,3.968616519958981e-05,0.0019741610150513,0.9699677726720746
5xVLT8UxUViqKf6jDE45EvoGQQgCkvjuM4MDx5mTpump,2024-10-29 15:55:00,2024-11-14 21:14:00,23359.0,23360,100.00428100518002,60.0,1.0,3.3466317191421154e-06,0.0001563789224856,0.47146905077186263
5xVLT8UxUViqKf6jDE45EvoGQQgCkvjuM4MDx5mTpump,2024-10-29 15:55:00,2024-11-15 10:35:00,24160.0,24161,100.00413907284769,60.0,1.0,3.3466317191421154e-06,0.0001563789224856,0.4627001494458862
64KZ3MPUFAks5QEYGVMZfTXDcgi43ZBYVXmVBJRTU358,2024-10-16 11:57:00,2024-11-14 22:00:00,42363.0,42364,100.00236055048038,60.0,1.0,3.941132918933122e-07,6.832173376641271e-05,1.622271212528902
64KZ3MPUFAks5QEYGVMZfTXDcgi43ZBYVXmVBJRTU358,2024-10-16 12:43:00,2024-11-15 12:42:00,43199.0,43200,100.00231486839972,60.0,1.0,3.941132918933122e-07,1.0688111119000713e-05,0.8285539208112749
658gVRm3K3kGTwKyGhsJ2akKgE7zjDFHTDsscaWtpump,2024-10-15 21:29:00,2024-11-14 21:28:00,43199.0,43200,100.00231486839972,60.0,1.0,1.998012203866772e-05,0.0025454799127418,2.026975840505748
658gVRm3K3kGTwKyGhsJ2akKgE7zjDFHTDsscaWtpump,2024-10-16 11:13:00,2024-11-15 11:12:00,43199.0,43200,100.00231486839972,60.0,1.0,1.998012203866772e-05,0.0025454799127418,2.0809634565520043
66gsTs88mXJ5L4AtJnWqFW6H2L5YQDRy4W41y6zbpump,2024-10-24 15:52:00,2024-11-14 19:47:00,30475.0,30476,100.00328137817884,60.0,1.0,0.0001398270060322,0.0505454447860504,0.850196176809287
66gsTs88mXJ5L4AtJnWqFW6H2L5YQDRy4W41y6zbpump,2024-10-24 15:52:00,2024-11-15 06:32:00,31120.0,31121,100.00321336760925,60.0,1.0,0.0001398270060322,0.0505454447860504,0.835326234019649
69G8CpUVZAxbPMiEBrfCCCH445NwFxH6PzVL693Xpump,2024-10-27 23:48:00,2024-11-14 21:51:00,25803.0,25804,100.00387551835057,60.0,1.0,1.832283440265283e-05,0.0008570181094235,0.6554521636388739
69G8CpUVZAxbPMiEBrfCCCH445NwFxH6PzVL693Xpump,2024-10-27 23:48:00,2024-11-15 12:19:00,26671.0,26672,100.00374939072401,60.0,1.0,1.832283440265283e-05,0.0008570181094235,0.6405652729944786
6BcPF1q7MVJAKk6tNXcTitfJS31eg5MKUGSAM5fAApXq,2024-10-29 17:39:00,2024-11-14 20:51:00,23232.0,23233,100.0043044077135,60.0,1.0,4.399142668755588e-06,0.0004172839346087,1.1740182185680959
6BcPF1q7MVJAKk6tNXcTitfJS31eg5MKUGSAM5fAApXq,2024-10-29 17:39:00,2024-11-15 09:27:00,23988.0,23989,100.00416875104219,60.0,1.0,4.399142668755588e-06,0.0004172839346087,1.1551776738858175
6d5zHW5B8RkGKd51Lpb9RqFQSqDudr9GJgZ1SgQZpump,2024-10-27 17:57:00,2024-11-14 20:11:00,26054.0,26055,100.00383818223688,60.0,1.0,6.481952346548053e-05,0.0177654874466317,0.7738202829306117
6d5zHW5B8RkGKd51Lpb9RqFQSqDudr9GJgZ1SgQZpump,2024-10-27 17:57:00,2024-11-15 07:39:00,26742.0,26743,100.00373943609304,60.0,1.0,6.481952346548053e-05,0.0177654874466317,0.7698990046579748
6dC8y49qqogktNvnYecEszwuDAgkVsj19UP7dziZpump,2024-10-25 21:41:00,2024-11-14 21:35:00,28794.0,28795,100.00347294575258,60.0,1.0,7.218328225633632e-06,0.0005904044728563,1.25075728949983
6dC8y49qqogktNvnYecEszwuDAgkVsj19UP7dziZpump,2024-10-25 21:41:00,2024-11-15 11:34:00,29633.0,29634,100.00337461613742,60.0,1.0,7.218328225633632e-06,0.0005904044728563,1.2745457893189402
6fkt7bidv8dwqYG1EBUzESSqknC5xfRnzymffWekTdYo,2024-10-15 21:47:00,2024-11-14 21:46:00,43199.0,43200,100.00231486839972,60.0,1.0,0.0007146681667788,0.003077248854754,0.29795074151553774
6fkt7bidv8dwqYG1EBUzESSqknC5xfRnzymffWekTdYo,2024-10-16 12:05:00,2024-11-15 12:04:00,43199.0,43200,100.00231486839972,60.0,1.0,0.0007146681667788,0.003077248854754,0.29502956025807264
6HvcciZt5TaeRAiJbJA1nGWanmTgrmogF9gduXJhpump,2024-10-29 05:23:00,2024-11-14 22:08:00,24045.0,24046,100.00415886878768,60.0,1.0,3.5773169637361185e-06,7.904588780936456e-05,0.259596819105927
6HvcciZt5TaeRAiJbJA1nGWanmTgrmogF9gduXJhpump,2024-10-29 05:23:00,2024-11-15 13:05:00,24942.0,24943,100.00400930157967,60.0,1.0,3.5773169637361185e-06,7.904588780936456e-05,0.25459309544626074
6kJhG826LGowg7zG6PLd6tg7mqvVSdq2WzHhsfc7pump,2024-10-15 21:32:00,2024-11-14 21:31:00,43199.0,43200,100.00231486839972,60.0,1.0,0.0005596836247217,0.0049922320307919,0.41845278286349447
6kJhG826LGowg7zG6PLd6tg7mqvVSdq2WzHhsfc7pump,2024-10-16 11:21:00,2024-11-15 11:20:00,43199.0,43200,100.00231486839972,60.0,1.0,0.0005596836247217,0.0049922320307919,0.41820648324673465
6LJaNpynfDj5dX1dJ2sdGDqmUzkqsVGCza5WLr5Npump,2024-10-29 15:33:00,2024-11-14 19:56:00,23303.0,23304,100.00429129296657,60.0,1.0,2.25422199711353e-05,0.0025318687822684,2.1668102828113027
6LJaNpynfDj5dX1dJ2sdGDqmUzkqsVGCza5WLr5Npump,2024-10-29 15:33:00,2024-11-15 06:54:00,23961.0,23962,100.0041734485205,60.0,1.0,2.25422199711353e-05,0.0025318687822684,2.175010201079469
6Lq5UGAs3sDgcTrRRqKZ2hc7JfwWDYV2gP2VwNd2pump,2024-10-26 22:13:00,2024-11-14 21:59:00,27346.0,27347,100.0036568419513,60.0,1.0,1.018626687869626e-05,0.0008491001689916,1.3884891786941738
6Lq5UGAs3sDgcTrRRqKZ2hc7JfwWDYV2gP2VwNd2pump,2024-10-26 22:13:00,2024-11-15 12:42:00,28229.0,28230,100.00354245633922,60.0,1.0,9.470439524246716e-06,0.0008491001689916,1.4171565356003137
6MAWnfagDCzqmHQh88FVt9F1zzLqXpwGJpaL7zUTpump,2024-10-27 10:17:00,2024-11-14 19:50:00,26493.0,26494,100.00377458196506,60.0,1.0,0.0003152641616722,0.0199320643880036,1.257614487568309
6MAWnfagDCzqmHQh88FVt9F1zzLqXpwGJpaL7zUTpump,2024-10-27 10:17:00,2024-11-15 06:39:00,27142.0,27143,100.00368432687348,60.0,1.0,0.0003152641616722,0.0199320643880036,1.2210623942471082
6MQ8D4XgoLTPGgkz7sbJdFzA6F6iuepFXE2BtV9npump,2024-10-24 10:58:00,2024-11-14 22:19:00,30921.0,30922,100.00323404805795,60.0,1.0,8.853199067813233e-05,0.0089107787164273,1.7793575975960996
6MQ8D4XgoLTPGgkz7sbJdFzA6F6iuepFXE2BtV9npump,2024-10-24 10:58:00,2024-11-15 13:36:00,31838.0,31839,100.00314090081035,60.0,1.0,8.853199067813233e-05,0.0089107787164273,1.7893078631548613
6QaZjD1aRmfyCWS31r4GTMq5ULKNLHDkPudUd3oYpump,2024-10-28 10:55:00,2024-11-14 20:27:00,25052.0,25053,100.00399169726968,60.0,1.0,1.992918420658857e-05,0.0058539402511754,1.8476576164989258
6QaZjD1aRmfyCWS31r4GTMq5ULKNLHDkPudUd3oYpump,2024-10-28 10:55:00,2024-11-15 08:20:00,25765.0,25766,100.0038812342325,60.0,1.0,1.992918420658857e-05,0.0058539402511754,1.8563524660999329
6qocE7eQhug7pE7CggAvdNJJMtkHjKaVYRSND7Bwpump,2024-10-29 05:18:00,2024-11-14 20:06:00,23928.0,23929,100.00417920427951,60.0,1.0,8.9254924320602e-06,0.00061713941106,1.0057931473586132
6qocE7eQhug7pE7CggAvdNJJMtkHjKaVYRSND7Bwpump,2024-10-29 05:18:00,2024-11-15 07:24:00,24606.0,24607,100.00406404941884,60.0,1.0,8.9254924320602e-06,0.00061713941106,0.9969533369499445
6Rx89EvU1fNGv5htXGTUs3HPoQjcYSLh8KDd5RPwpump,2024-10-27 05:40:00,2024-11-14 21:26:00,26866.0,26867,100.00372217672894,60.0,1.0,3.331642701080218e-05,0.0034001586250332,2.3096913462969804
6Rx89EvU1fNGv5htXGTUs3HPoQjcYSLh8KDd5RPwpump,2024-10-27 05:40:00,2024-11-15 11:05:00,27685.0,27686,100.00361206429473,60.0,1.0,3.331642701080218e-05,0.0034001586250332,2.321198162203019
6tK5UeNKsCbXTu2avUrV4tRpjX86tFpWPYRk6AWodYF5,2024-10-29 17:31:00,2024-11-14 21:30:00,23279.0,23280,100.00429571716998,60.0,1.0,3.735317771686663e-06,0.0004249591749017,2.6379699372568166
6tK5UeNKsCbXTu2avUrV4tRpjX86tFpWPYRk6AWodYF5,2024-10-29 17:31:00,2024-11-15 11:20:00,24109.0,24110,100.0041478286117,60.0,1.0,3.735317771686663e-06,0.0004249591749017,2.6092831529124587
6TvpcaTfD4KdSuT2hTQGdoeznq5rq77dNKXieWYapump,2024-10-29 19:20:00,2024-11-14 20:56:00,23136.0,23137,100.00432226832643,60.0,1.0,4.212373029100347e-06,0.0002598944838263,1.246329221749737
6TvpcaTfD4KdSuT2hTQGdoeznq5rq77dNKXieWYapump,2024-10-29 19:20:00,2024-11-15 09:43:00,23903.0,23904,100.00418357528345,60.0,1.0,4.212373029100347e-06,0.0002598944838263,1.2364986770670248
6UmGJtWHW13YLJCrdk9jEAnHeSgARTJEfCVV1sX4pump,2024-10-28 22:38:00,2024-11-14 20:22:00,24344.0,24345,100.00410778836675,60.0,1.0,8.518844206481803e-06,0.0003196994746204,1.1527219190267421
6UmGJtWHW13YLJCrdk9jEAnHeSgARTJEfCVV1sX4pump,2024-10-28 22:38:00,2024-11-15 08:06:00,25048.0,25049,100.00399233471735,60.0,1.0,8.518844206481803e-06,0.0003196994746204,1.1193065864342244
6veaegp72hcw2HpBDsgj87rc8GZboHX8QiaMxVACpump,2024-10-29 13:52:00,2024-11-14 20:43:00,23451.0,23452,100.00426421048144,60.0,1.0,1.2300647166357522e-05,0.0006634971171059,1.0754700209976604
6veaegp72hcw2HpBDsgj87rc8GZboHX8QiaMxVACpump,2024-10-29 13:52:00,2024-11-15 09:05:00,24193.0,24194,100.00413342702434,60.0,1.0,1.2300647166357522e-05,0.0006634971171059,1.0835626729984837
6vQasJ3rdPBzEHXyQthe4tYxNtjedMHskHHx3W5kpump,2024-10-29 00:02:00,2024-11-14 20:38:00,24276.0,24277,100.00411929477673,60.0,1.0,4.002271885397915e-06,0.0004824220056815,2.6189014466837675
6vQasJ3rdPBzEHXyQthe4tYxNtjedMHskHHx3W5kpump,2024-10-29 00:02:00,2024-11-15 08:50:00,25008.0,25009,100.00399872040946,60.0,1.0,4.002271885397915e-06,0.0004824220056815,2.592740954620733
6WSppYPevaDEZxdmW2WoHLoSnJMeVyqz8Rqkm8MCpump,2024-10-21 06:23:00,2024-11-14 22:07:00,35504.0,35505,100.00281658404685,60.0,1.0,1.5655482464181838e-05,0.002660020033192,1.2106566725507488
6WSppYPevaDEZxdmW2WoHLoSnJMeVyqz8Rqkm8MCpump,2024-10-21 06:23:00,2024-11-15 13:04:00,36401.0,36402,100.00274717727535,60.0,1.0,1.5655482464181838e-05,0.002660020033192,1.222514459536512
6Xx8p2WmY1Uk2GD35uxhEyuniNrVEeSu3CUThb8Upump,2024-10-24 19:32:00,2024-11-14 21:09:00,30337.0,30338,100.00329630484228,60.0,1.0,2.4908902384766465e-05,0.0016836335510332,0.7586112325161039
6Xx8p2WmY1Uk2GD35uxhEyuniNrVEeSu3CUThb8Upump,2024-10-24 19:32:00,2024-11-15 10:20:00,31128.0,31129,100.00321254176305,60.0,1.0,2.4908902384766465e-05,0.0016836335510332,0.7562129583025103
6YHvVQ5B7tBbwmG4tU4ESbRKQKeiVBoE3q6u6sCWpump,2024-10-29 16:47:00,2024-11-14 20:17:00,23250.0,23251,100.00430107526881,60.0,1.0,5.0349089439428e-06,0.0005835154254089,1.6655509994618336
6YHvVQ5B7tBbwmG4tU4ESbRKQKeiVBoE3q6u6sCWpump,2024-10-29 16:47:00,2024-11-15 07:54:00,23947.0,23948,100.00417588842025,60.0,1.0,5.0349089439428e-06,0.0005835154254089,1.6417244155637911
71FqyeLTgw6xushf7nWRkRwkm3pqqAsD8CCjcjaapump,2024-10-26 09:26:00,2024-11-14 22:10:00,28124.0,28125,100.0035556819798,60.0,1.0,2.359884259765379e-05,0.003801750484833,2.3916090407667836
71FqyeLTgw6xushf7nWRkRwkm3pqqAsD8CCjcjaapump,2024-10-26 09:26:00,2024-11-15 13:12:00,29026.0,29027,100.00344518707365,60.0,1.0,2.359884259765379e-05,0.003801750484833,2.3945991235983533
71gSnDo5vqite4mVpbKnaqoa6FsuXpamn8jCYZsApump,2024-10-28 03:03:00,2024-11-14 21:39:00,25596.0,25597,100.00390686044693,60.0,1.0,1.859534693079409e-05,0.0025482838230609,2.4404059512443106
71gSnDo5vqite4mVpbKnaqoa6FsuXpamn8jCYZsApump,2024-10-28 03:03:00,2024-11-15 11:43:00,26440.0,26441,100.0037821482602,60.0,1.0,1.859534693079409e-05,0.0025482838230609,2.413833325478663
73y2d48ndV9fwGgL99iYagD27a2UMxCxLcNaDKzpump,2024-10-29 17:30:00,2024-11-14 20:51:00,23241.0,23242,100.00430274084593,60.0,1.0,4.559262235883352e-06,0.0002049243619831,1.1553797829974541
73y2d48ndV9fwGgL99iYagD27a2UMxCxLcNaDKzpump,2024-10-29 17:30:00,2024-11-15 09:28:00,23998.0,23999,100.00416701391784,60.0,1.0,4.559262235883352e-06,0.0002049243619831,1.1290886056242535
75gTkoZ1gEJXcA2Qqpqm8bes6QZVTEwnzQ3Xvz5tpump,2024-10-29 19:50:00,2024-11-14 20:25:00,23075.0,23076,100.00433369447454,60.0,1.0,6.724520337768625e-06,0.0008606725756468,1.9643972392559796
75gTkoZ1gEJXcA2Qqpqm8bes6QZVTEwnzQ3Xvz5tpump,2024-10-29 19:50:00,2024-11-15 08:13:00,23783.0,23784,100.004204684018,60.0,1.0,6.724520337768625e-06,0.0008606725756468,1.9567592400601486
7aJjN1NYcCoUeavKcDfY8rsGZXyF1RoYg9fDqtbepump,2024-10-29 21:37:00,2024-11-14 21:01:00,23004.0,23005,100.00434707007477,60.0,1.0,5.194017485596359e-06,0.0001729312792324,0.6784300433751993
7aJjN1NYcCoUeavKcDfY8rsGZXyF1RoYg9fDqtbepump,2024-10-29 21:37:00,2024-11-15 09:58:00,23781.0,23782,100.0042050376351,60.0,1.0,5.194017485596359e-06,0.0001729312792324,0.6701223288229188
7bpFPJqRpb8Wn8VX9rjNLWEsccCTjKqwmJ7wMX89VAzZ,2024-10-29 22:35:00,2024-11-14 22:02:00,23007.0,23008,100.00434650323815,60.0,1.0,0.0001882782208285,0.0317024303389307,2.6519479883579655
7bpFPJqRpb8Wn8VX9rjNLWEsccCTjKqwmJ7wMX89VAzZ,2024-10-29 22:35:00,2024-11-15 12:49:00,23894.0,23895,100.00418515108396,60.0,1.0,0.0001882782208285,0.0317024303389307,2.671356274494919
7FS4iUbG1KpTA7xzG4Er7H6Nj22PZgonY8N9ERZbpump,2024-10-25 02:49:00,2024-11-14 21:12:00,29903.0,29904,100.00334414607231,60.0,1.0,5.681493918937815e-06,0.0005309460548591,1.4433789177330143
7FS4iUbG1KpTA7xzG4Er7H6Nj22PZgonY8N9ERZbpump,2024-10-25 02:49:00,2024-11-15 10:27:00,30698.0,30699,100.00325754120789,60.0,1.0,5.681493918937815e-06,0.0005309460548591,1.461819878009066
7Gry9KMXfcaRv67GdNjTgqWSD6VhNDYdcaLm6pr7pump,2024-10-29 07:35:00,2024-11-14 21:44:00,23889.0,23890,100.00418602704173,60.0,1.0,3.7560059720541e-06,0.0001023815790918,0.3212371028603351
7Gry9KMXfcaRv67GdNjTgqWSD6VhNDYdcaLm6pr7pump,2024-10-29 07:35:00,2024-11-15 11:57:00,24742.0,24743,100.00404171045187,60.0,1.0,3.7560059720541e-06,0.0001023815790918,0.3156457326804608
7L15Afew6rL2ujRgvfYgPTpLKqBPjrQkh7nNzyrhpump,2024-10-29 15:13:00,2024-11-14 20:35:00,23362.0,23363,100.00428045544045,60.0,1.0,4.599949700062293e-06,0.0004464431807879,1.4608653427953888
7L15Afew6rL2ujRgvfYgPTpLKqBPjrQkh7nNzyrhpump,2024-10-29 15:13:00,2024-11-15 08:43:00,24090.0,24091,100.00415110004151,60.0,1.0,4.599949700062293e-06,0.0004464431807879,1.447510664187545
7LzF7BgpmXapBUMmJMwyP5o4uC2rr7T8keRc4R3kpump,2024-10-29 15:30:00,2024-11-14 20:03:00,23313.0,23314,100.00428945223693,60.0,1.0,6.662892010379888e-06,0.0006079927925273,1.5030568981484347
7LzF7BgpmXapBUMmJMwyP5o4uC2rr7T8keRc4R3kpump,2024-10-29 15:30:00,2024-11-15 07:16:00,23986.0,23987,100.00416909864087,60.0,1.0,6.662892010379888e-06,0.0006079927925273,1.4845248997288214
7p4CMCdETxQgSBiPqKsefFLVQgd8yHd1VQqQKEAzpump,2024-10-27 10:22:00,2024-11-14 20:56:00,26554.0,26555,100.00376591097387,60.0,1.0,3.675878549989587e-05,0.0048534911348193,0.9723422728629048
7p4CMCdETxQgSBiPqKsefFLVQgd8yHd1VQqQKEAzpump,2024-10-27 10:22:00,2024-11-15 09:42:00,27320.0,27321,100.00366032210835,60.0,1.0,3.675878549989587e-05,0.0048534911348193,1.0403512130263002
7RrLheV7dSecVka3MfjYb4Wa6Z6uegNyzhpFeERsfFZP,2024-10-15 22:17:00,2024-11-14 22:16:00,43199.0,43200,100.00231486839972,60.0,1.0,0.0008041992974028,0.0066510530439383,0.449097222178551
7RrLheV7dSecVka3MfjYb4Wa6Z6uegNyzhpFeERsfFZP,2024-10-16 13:29:00,2024-11-15 13:28:00,43199.0,43200,100.00231486839972,60.0,1.0,0.0010477289837568,0.0066510530439383,0.45507495584777674
7RSwX9BqJFpEh1Qz7bu97rwHE8XhwofZ3St99pH2pump,2024-10-22 16:21:00,2024-11-14 22:10:00,33469.0,33470,100.00298783949326,60.0,1.0,2.106681548905478e-05,0.0023650278345929,1.4298724647943475
7RSwX9BqJFpEh1Qz7bu97rwHE8XhwofZ3St99pH2pump,2024-10-22 16:21:00,2024-11-15 13:12:00,34371.0,34372,100.00290942946089,60.0,1.0,2.106681548905478e-05,0.0023650278345929,1.4281729266473724
7T6vv4eyr5CvRKCXtxfEhRvaCr6J8GwtjJmPZy1Rpump,2024-10-29 07:20:00,2024-11-14 21:52:00,23912.0,23913,100.00418200066912,60.0,1.0,5.944184380242867e-06,7.114933241217733e-05,0.6488559474966918
7T6vv4eyr5CvRKCXtxfEhRvaCr6J8GwtjJmPZy1Rpump,2024-10-29 07:20:00,2024-11-15 12:20:00,24780.0,24781,100.00403551251009,60.0,1.0,5.944184380242867e-06,7.114933241217733e-05,0.6353836620590044
7wUwkXo8Qjt3cYM8BaHHHeyfDY7ZSn7qvod92pNupump,2024-10-28 03:22:00,2024-11-14 20:27:00,25505.0,25506,100.00392079984317,60.0,1.0,0.0002126520078184,0.0042980269099662,0.4943554236145243
7wUwkXo8Qjt3cYM8BaHHHeyfDY7ZSn7qvod92pNupump,2024-10-28 03:22:00,2024-11-15 08:20:00,26218.0,26219,100.00381417346861,60.0,1.0,0.0002126520078184,0.0042980269099662,0.49786694558939804
7WZzc9gh1gDW51zKT9Qso2hPUzwuporXqdbGQgtH2FqP,2024-10-29 18:22:00,2024-11-14 20:09:00,23147.0,23148,100.00432021428263,60.0,1.0,5.864452226853659e-06,0.0008967523842002,2.1141786797915874
7WZzc9gh1gDW51zKT9Qso2hPUzwuporXqdbGQgtH2FqP,2024-10-29 18:22:00,2024-11-15 07:31:00,23829.0,23830,100.00419656720803,60.0,1.0,5.864452226853659e-06,0.0008967523842002,2.0902598541811837
7XFXYYiqrEQLLkAGvvxaoh6iYkVYQ4K7XXtKoRShpump,2024-10-26 20:00:00,2024-11-14 21:14:00,27434.0,27435,100.00364511190494,60.0,1.0,1.1024571165568007e-05,0.0008936861518738,1.5938250881241496
7XFXYYiqrEQLLkAGvvxaoh6iYkVYQ4K7XXtKoRShpump,2024-10-26 20:00:00,2024-11-15 10:35:00,28235.0,28236,100.0035417035594,60.0,1.0,1.1024571165568007e-05,0.0008936861518738,1.6130344772865852
7xn2T1x7xw5quHmzy2YvFWyFUNwp75fsw5bxiXGRpump,2024-10-27 10:56:00,2024-11-14 21:49:00,26573.0,26574,100.00376321830429,60.0,1.0,2.791865045762875e-05,0.0009064652065397,0.46888024204484474
7xn2T1x7xw5quHmzy2YvFWyFUNwp75fsw5bxiXGRpump,2024-10-27 10:56:00,2024-11-15 12:12:00,27436.0,27437,100.00364484618748,60.0,1.0,2.791865045762875e-05,0.0013115497025633,0.7297886067727533
82zJt2MhzxHejfUDyubm8Qvhko6BGdgUcZnVZvKrpump,2024-10-24 17:07:00,2024-11-14 21:38:00,30511.0,30512,100.00327750647307,60.0,1.0,5.657717950039408e-05,0.0018307212796515,0.8161822217525901
82zJt2MhzxHejfUDyubm8Qvhko6BGdgUcZnVZvKrpump,2024-10-24 17:07:00,2024-11-15 11:42:00,31355.0,31356,100.00318928400573,60.0,1.0,5.657717950039408e-05,0.0018307212796515,0.7992302191922449
